iter	Passed	Remaining
857	1231	203
858	1232	202
859	1233	200
860	1234	199
861	1235	197
862	1236	196
863	1237	194
864	1240	193
865	1242	192
866	1243	190
867	1244	189
868	1245	187
869	1246	186
870	1247	184
871	1248	183
872	1249	181
873	1250	180
874	1251	178
875	1252	177
876	1253	175
877	1256	174
878	1257	173
879	1258	171
880	1259	170
881	1260	168
882	1261	167
883	1262	165
884	1263	164
885	1264	162
886	1265	161
887	1266	159
888	1267	158
889	1271	157
890	1272	155
891	1273	154
892	1274	152
893	1275	151
894	1276	149
895	1277	148
896	1278	146
897	1279	145
898	1281	143
899	1282	142
900	1283	141
901	1286	139
902	1287	138
903	1288	136
904	1289	135
905	1290	133
906	1291	132
907	1292	130
908	1294	129
909	1295	128
910	1296	126
911	1297	125
912	1298	123
913	1301	122
914	1303	121
915	1304	119
916	1305	118
917	1306	116
918	1307	115
919	1308	113
920	1309	112
921	1310	110
922	1311	109
923	1312	107
924	1313	106
925	1315	105
926	1317	103
927	1318	102
928	1319	100
929	1320	99
930	1321	97
931	1322	96
932	1323	95
933	1324	93
934	1325	92
935	1326	90
936	1327	89
937	1328	87
938	1331	86
939	1333	85
940	1334	83
941	1335	82
942	1336	80
943	1337	79
944	1338	77
945	1339	76
946	1340	75
947	1341	73
948	1342	72
949	1343	70
950	1346	69
951	1348	67
952	1349	66
953	1350	65
954	1351	63
955	1352	62
956	1353	60
957	1354	59
958	1355	57
959	1356	56
960	1357	55
961	1358	53
962	1359	52
963	1360	50
964	1362	49
965	1363	47
966	1364	46
967	1366	45
968	1367	43
969	1368	42
970	1369	40
971	1371	39
972	1372	38
973	1373	36
974	1374	35
975	1376	33
976	1377	32
977	1378	31
978	1379	29
979	1380	28
980	1382	26
981	1383	25
982	1384	23
983	1385	22
984	1386	21
985	1387	19
986	1388	18
987	1393	16
988	1395	15
989	1397	14
990	1398	12
991	1399	11
992	1400	9
993	1402	8
994	1403	7
995	1406	5
996	1408	4
997	1412	2
998	1414	1
999	1416	0
